Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Paqr8,35.46536043633801,-1.5360251167735874,0.6523120314316473,-3.58992986144436,0.0003307669504146127,0.0047871282989084135
Meis2,5.721241856047971,-1.5229991618505678,0.619006646838092,-3.2858149287047125,0.0010168779813056828,0.011339393445452442
Idi1,38.274102361267964,-1.4925755039883226,0.37320275007179987,-4.731950228791893,2.2237294462711876e-06,9.724051192908721e-05
Ndufa8,18.054189171190224,-1.4739840329673561,0.4389359711958427,-4.110648274999547,3.9454982006716936e-05,0.0010278442546600897
Mtmr10,19.327133040047325,-1.4523869886930774,0.35515494709769174,-4.755165706565473,1.982837109637017e-06,8.796325206665086e-05
Ndufa1,50.31720663338585,-1.4523427640523643,0.5775391443453307,-3.642973924451333,0.0002695061490598619,0.00411943200223237
Cgrrf1,8.26133639166754,-1.4463955879090387,0.4894859118904992,-3.674166144042729,0.0002386274287059792,0.0038438173678078786
Acaa2,41.95475935461057,-1.4402849252747743,0.27853279225720784,-5.699986690812531,1.1981678195349492e-08,1.5281632064985333e-06
Cdc14a,6.070570850071382,-1.4303576799455162,0.6318304891764336,-3.2193906828645757,0.0012846333123689509,0.013701263307182434
Gabarapl1,11.041878043035402,-1.4106370370957304,0.5190281174879602,-3.638645068547747,0.0002740762252747896,0.004137791361405809
Psat1,60.53828293745234,-1.4064724443235728,0.33797894616488544,-4.882704045739122,1.04640866556762e-06,5.250912992299155e-05
Hadhb,45.2916918364629,-1.3916018812522386,0.21830887258325868,-6.781565736233533,1.188803626618741e-11,5.198468430114237e-09
Glud1,192.49095985079958,-1.3628736999706668,0.502966670060751,-3.7831660223012493,0.0001548460534845851,0.002771834910621725
Idh3a,20.419369026154012,-1.3508658559388043,0.3199989118806019,-4.836852708159878,1.3191110079750404e-06,6.409204437161268e-05
Cdc42ep4,23.1209728421423,-1.3494835997051642,0.32376046014387044,-4.784203390676445,1.7166678869679784e-06,7.823301953409328e-05
Tsc22d3,12.283859359238797,-1.332789381153031,0.46386332747823333,-3.7280989317194013,0.00019292964487907646,0.003285166927223752
Got1,4.984135170414392,-1.32493508408184,0.6692094209126475,-2.995567131380754,0.0027393499605632256,0.02332447908006685
Marcksl1,30.28520688108945,-1.322197141779475,0.4704149769550292,-3.801405327674747,0.00014387771303718,0.00261370729736978
Smarca2,14.611104031010273,-1.3164307930997865,0.39788215004897143,-4.058942176481834,4.9295517308245375e-05,0.0012419224566299514
Sdc2,23.35235846879331,-1.3115656511758607,0.41292779569198373,-4.088076686508882,4.349643789899065e-05,0.0011188453479731965
Add3,86.28963205494402,-1.3029255655785357,0.47044983974358956,-3.8039654376601653,0.0001423980568377825,0.0026022713551071774
Cybrd1,25.345718663927794,-1.2955573172473507,0.3336942601815067,-4.6129691254547955,3.969572859986707e-06,0.00015316830765630887
B3gnt1,13.193521760136292,-1.2895403213283358,0.44717696305690824,-3.7215974899298487,0.0001979664071543612,0.0033500774450443264
