Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
Yars,2.663324641019228,1.841898208994696e-07,0.0012261364302160354,0.10717060133145731,0.9146536378170899,0.9566550555533461,3.54466478213632e-09
Mrpl1,1.3018395151527098,1.5638412526902726e-07,0.001223424194186036,0.12405503837526995,0.9012716972607668,0.9495070264378618,3.5189269836204336e-09
Srsf9,15.140307149295166,2.386752634627792e-07,0.001229435406163035,0.08511760841478745,0.9321678916179096,0.9666671471434257,3.5140256793596326e-09
Zmym3,2.5381666381145527,1.8122603512077737e-07,0.0012191827487510669,0.10495603284325825,0.9164106966662449,0.9577101886293531,3.400868257067756e-09
Ubxn7,3.8777655392898254,2.2566836906164748e-07,0.001217839273902234,0.08883789675400831,0.9292107394903609,0.9659265524432178,3.3976393614456254e-09
Gstm5,24.113089052723026,1.274149729616845e-07,0.0012453317724735852,0.14425158423660658,0.8853018085294686,0.9406455912755822,3.3859223908177097e-09
Cisd2,1.2346650433872772,2.949669815610825e-07,0.0012197007990158112,-0.06528813533706457,0.9479445888193312,0.9747694824557249,3.2735659570624787e-09
Cox4i1,56.04039403881253,2.157828950366483e-07,0.0012266748795873874,0.0872004900924523,0.9305121498047129,0.9665075298785972,3.1924557375351503e-09
Klhdc2,14.515181005382251,2.5266723164795587e-07,0.0012174822392473838,0.0723384037035046,0.9423326030005055,0.9714248498550269,3.181280333285394e-09
Armc1,3.630282965516396,1.902698567014888e-07,0.0012204425602735526,0.09448995624291087,0.9247199605063424,0.9627781629625558,3.134461598162045e-09
Ssx2ip,4.740437249415759,1.7207500954317032e-07,0.001210776897342904,0.10195409339124033,0.9187931132994872,0.9590473155457606,3.1248763148244742e-09
Eif3i,13.413103526180587,3.7332703362778e-07,0.001223096331183208,0.0470092064675116,0.9625058899423019,0.9809324218789367,3.121354058393471e-09
Zxdc,2.042037235903976,1.6277158375840084e-07,0.0012221664594932306,0.10595201992660207,0.9156204203753628,0.9571164160762754,3.0983953257025974e-09
Atg4a,1.226262520260391,2.8652583138129286e-07,0.0012195030385998714,-0.06260445110496031,0.9500814849035826,0.9755164798741938,3.084562165070379e-09
Usmg5,37.181217593521815,1.6267053187223507e-07,0.001231816396208633,0.10170496183347476,0.9189908635987191,0.9590473155457606,2.954091320505887e-09
Nsun4,1.332503802209898,1.430285578343416e-07,0.0012237976810686325,0.11439785012404623,0.9089224181612878,0.95379208844419,2.938705411115835e-09
Bsg,6.949113895351866,1.5229736338627934e-07,0.0012262147757391203,0.1071246947663103,0.9146900563021255,0.9566550555533461,2.9309062670852313e-09
Dyrk1a,5.166659914082528,2.017687026572775e-07,0.0012209122984940877,0.08319405680667351,0.9336972383402555,0.9672121544249002,2.9212586418003913e-09
Ddx52,2.7598789034422455,1.8547153527169007e-07,0.001221337533409669,0.0914851269872503,0.9271071236201335,0.9646073777706419,2.9025220857701524e-09
Stag2,4.769730167933518,2.023395985011886e-07,0.0012200545761079547,0.08131578857461963,0.9351908181037739,0.9677749748016644,2.8784046774096666e-09
Sqrdl,1.278672051583258,1.2791066053773622e-07,0.0012349292400690185,0.12416252730397048,0.9011865914763451,0.9495070264378618,2.8782222881295214e-09
Trpm7,1.3124087112402263,1.3585820143442616e-07,0.001223889840065483,0.114991305525353,0.9084520135140912,0.9536253818129744,2.801694758911782e-09
Dhx29,2.447612002177589,1.6120896883264904e-07,0.0012171068446925775,0.09636348050717743,0.9232318954388412,0.9615559142355539,2.744656298501987e-09
Cnpy2,6.559479455083368,2.051441306092438e-07,0.0012251838698247013,0.07633591517638137,0.9391518530124181,0.9700502183468911,2.709088717175789e-09
