Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMEM63A,1106.1981205087855,-2.5198387005149017,0.37167813493936747,-7.618419656990647,2.568002457814345e-14,2.4846129274534507e-12
SVIP,306.0648955167786,-2.2269163348620014,0.3090927896084392,-7.617125853424729,2.5938640627207014e-14,2.4959208896420123e-12
SNCA,361.4945692469686,-3.4862384458518543,0.5332625422931877,-7.613109201363863,2.6757952336790028e-14,2.5607651233616062e-12
SLAIN1,1741.0250436828637,-3.0210284930360483,0.4675095267793066,-7.604454608349881,2.8610786492340525e-14,2.723282915370942e-12
APOD,6247.003468496191,-3.6656149387721055,0.5999532292931852,-7.602121957130629,2.9131399537387736e-14,2.757929109966993e-12
VSTM2B,117.52999526444476,-4.773464814544433,0.8085645205236749,-7.595954221341079,3.055325340973817e-14,2.8770707983533658e-12
PTPRD,373.6144691808039,-2.234939409577379,0.3264823881580446,-7.589466536634547,3.21225215837445e-14,3.0087525668518985e-12
CLCA4,53.505423931219624,-9.070821704229553,1.4798820524450909,-7.574114774308699,3.61584641050574e-14,3.3688592297669617e-12
UNC5C,274.4908581164807,-3.6480786012719073,0.606186544932136,-7.5562462627127385,4.1486803421392964e-14,3.844953270775309e-12
GPR37,2012.8386147787458,-2.374061188182566,0.3550401858028595,-7.554329165429372,4.210241709882461e-14,3.881578338707867e-12
IL1RAPL1,85.466841836252,-4.97368315852224,0.9703704113797763,-7.55249505321168,4.2699786815026107e-14,3.916148677217681e-12
DLG2,353.39315237430105,-3.4669648750373763,0.5732721525337431,-7.538727421609502,4.745797671307442e-14,4.329987108500142e-12
ARRB1,274.97531634114614,-2.7437713850225665,0.41981309760840513,-7.518991213158442,5.520049469148351e-14,5.010440778465635e-12
ERBB3,612.4847027555943,-3.426322048481764,0.5510633350324974,-7.517492326999803,5.583683459151201e-14,5.042209334984282e-12
CPNE6,366.1016352565638,-6.100133873437604,1.8543731446529539,-7.5160761620699965,5.644467931180993e-14,5.071093663273781e-12
ADAP1,699.4991179615429,-3.1800237897589994,0.5344085683489652,-7.508839034467487,5.965402007692042e-14,5.332221520479653e-12
DHRS9,188.63161998789326,-5.244994525470473,0.9454494387925282,-7.507011154919084,6.049257469328882e-14,5.37986741300062e-12
TRIM59,201.4030523215201,-3.5648807072709805,0.5749431592029451,-7.505311885447707,6.128251687346238e-14,5.4227328624361765e-12
TUBB6,983.2605106525748,2.711685417823309,0.4353019556907431,7.490015416356346,6.886552457808197e-14,6.003232783640818e-12
FCHO1,317.02758806027276,-3.0147719851909054,0.480523247387726,-7.490236830495987,6.87494456834177e-14,6.003232783640818e-12
KCNK1,160.57800552324534,-4.795786954173185,0.9587324939486056,-7.49036195760308,6.868393145345505e-14,6.003232783640818e-12
ATP8A1,344.34801313474696,-3.848902019020655,0.6293551236437552,-7.482632663959988,7.284829425056416e-14,6.319140952995982e-12
DNAH17-AS1,61.843249795652945,-4.240300295682086,0.6968781017829224,-7.4735220919532575,7.807632439246156e-14,6.739441157974782e-12
FAM178B,101.88006338910432,-3.685664805473795,0.7177855486912573,-7.468977961098809,8.08200725524845e-14,6.942247110130242e-12
ATG4C,374.0524441586209,-2.1022636500831973,0.3153966742099881,-7.462664987552589,8.478973999753381e-14,7.2128624715776475e-12
C10orf90,316.3090724411769,-2.287520448607235,0.364111355833372,-7.4630640017610395,8.453325916888141e-14,7.2128624715776475e-12
PRKACB,1005.541571587656,-2.103466149264475,0.31528104942746854,-7.447965629933427,9.479050633670717e-14,8.024836663860945e-12
APLP1,15418.66969659335,-2.4203833174005083,0.377416808064942,-7.43336116122941,1.0587231073164004e-13,8.877645331778331e-12
MFSD6,337.8984398164299,-2.7921413994020523,0.43462839991278257,-7.428303613037898,1.0999924317946995e-13,9.136682420506069e-12
STXBP6,217.5003904748403,-3.900824215446441,0.6239574797696992,-7.428649691705519,1.0971187522712454e-13,9.136682420506069e-12
SFRP1,89.63396046450262,-3.5598641692665463,0.5755940806228091,-7.413584444627573,1.2293070568085416e-13,1.016284880908057e-11
LOC100507140,68.14262807105172,-4.507619144491211,0.801545772641212,-7.4120807493719845,1.2433301006600846e-13,1.0230747543235247e-11
STC2,204.10356058021875,3.8547595053500157,0.6303913303983842,7.411400543737627,1.2497250343573504e-13,1.0235538665115619e-11
PPAP2C,772.0597673920887,-3.157805008603752,0.525811026190367,-7.4052021695970724,1.3095081717938027e-13,1.0675522869035682e-11
LINC00152,133.55965365424424,2.9317597986555977,0.4746805295702842,7.394462537095164,1.4198137648258776e-13,1.1521428840930359e-11
